Africa,-2.166365255463116,Fri Feb 24 01:00:00 CET 2017,Sat Feb 25 01:00:00 CET 2017
Oceania,-0.9446822208919903,Fri Feb 24 01:00:00 CET 2017,Sat Feb 25 01:00:00 CET 2017
Americas,-1.5050861884659763,Fri Feb 24 01:00:00 CET 2017,Sat Feb 25 01:00:00 CET 2017
Asia,-2.350368866238847,Fri Feb 24 01:00:00 CET 2017,Sat Feb 25 01:00:00 CET 2017
,-1.8796788907788748,Sat Feb 25 01:00:00 CET 2017,Sun Feb 26 01:00:00 CET 2017
Europe,-1.6077191786897291,Sat Feb 25 01:00:00 CET 2017,Sun Feb 26 01:00:00 CET 2017
Africa,-2.022048336068451,Sat Feb 25 01:00:00 CET 2017,Sun Feb 26 01:00:00 CET 2017
Oceania,-1.0660668928885317,Sat Feb 25 01:00:00 CET 2017,Sun Feb 26 01:00:00 CET 2017
Asia,-2.2519053855857885,Sat Feb 25 01:00:00 CET 2017,Sun Feb 26 01:00:00 CET 2017
Americas,-1.16614945182358,Sat Feb 25 01:00:00 CET 2017,Sun Feb 26 01:00:00 CET 2017
,-1.8064935416714565,Sun Feb 26 01:00:00 CET 2017,Mon Feb 27 01:00:00 CET 2017
Europe,-1.5633127260162312,Sun Feb 26 01:00:00 CET 2017,Mon Feb 27 01:00:00 CET 2017
Africa,-2.3749106900076282,Sun Feb 26 01:00:00 CET 2017,Mon Feb 27 01:00:00 CET 2017
Oceania,-1.2287320716275536,Sun Feb 26 01:00:00 CET 2017,Mon Feb 27 01:00:00 CET 2017
Asia,-1.988737372388439,Sun Feb 26 01:00:00 CET 2017,Mon Feb 27 01:00:00 CET 2017
Americas,-1.0345064414729768,Sun Feb 26 01:00:00 CET 2017,Mon Feb 27 01:00:00 CET 2017
Asia,-2.0766220609729156,Mon Feb 27 01:00:00 CET 2017,Tue Feb 28 01:00:00 CET 2017
Americas,-1.3168649453960437,Mon Feb 27 01:00:00 CET 2017,Tue Feb 28 01:00:00 CET 2017
,-2.0259752163565548,Mon Feb 27 01:00:00 CET 2017,Tue Feb 28 01:00:00 CET 2017
Europe,-1.721095794093541,Mon Feb 27 01:00:00 CET 2017,Tue Feb 28 01:00:00 CET 2017
Africa,-1.963705451342711,Mon Feb 27 01:00:00 CET 2017,Tue Feb 28 01:00:00 CET 2017
Oceania,-1.8845590193546538,Mon Feb 27 01:00:00 CET 2017,Tue Feb 28 01:00:00 CET 2017
,-1.8548675079194887,Tue Feb 28 01:00:00 CET 2017,Wed Mar 01 01:00:00 CET 2017
Europe,-1.4992382978086332,Tue Feb 28 01:00:00 CET 2017,Wed Mar 01 01:00:00 CET 2017
Africa,-2.024498199315542,Tue Feb 28 01:00:00 CET 2017,Wed Mar 01 01:00:00 CET 2017
Oceania,-1.3903943701922379,Tue Feb 28 01:00:00 CET 2017,Wed Mar 01 01:00:00 CET 2017
Americas,-1.3810909148553738,Tue Feb 28 01:00:00 CET 2017,Wed Mar 01 01:00:00 CET 2017
Asia,-2.0113119255604444,Tue Feb 28 01:00:00 CET 2017,Wed Mar 01 01:00:00 CET 2017
Oceania,-1.1174754036115258,Wed Mar 01 01:00:00 CET 2017,Thu Mar 02 01:00:00 CET 2017
Americas,-1.260168237108822,Wed Mar 01 01:00:00 CET 2017,Thu Mar 02 01:00:00 CET 2017
Asia,-2.178141774781501,Wed Mar 01 01:00:00 CET 2017,Thu Mar 02 01:00:00 CET 2017
,-1.8510274872992032,Wed Mar 01 01:00:00 CET 2017,Thu Mar 02 01:00:00 CET 2017
Europe,-1.6428012407800292,Wed Mar 01 01:00:00 CET 2017,Thu Mar 02 01:00:00 CET 2017
Africa,-2.1295955658285806,Wed Mar 01 01:00:00 CET 2017,Thu Mar 02 01:00:00 CET 2017
Oceania,-1.4968631421812097,Thu Mar 02 01:00:00 CET 2017,Fri Mar 03 01:00:00 CET 2017
Asia,-2.1571639531151727,Thu Mar 02 01:00:00 CET 2017,Fri Mar 03 01:00:00 CET 2017
Americas,-1.2469286278753116,Thu Mar 02 01:00:00 CET 2017,Fri Mar 03 01:00:00 CET 2017
,-1.9150823593650914,Thu Mar 02 01:00:00 CET 2017,Fri Mar 03 01:00:00 CET 2017
Africa,-1.9712530022192116,Thu Mar 02 01:00:00 CET 2017,Fri Mar 03 01:00:00 CET 2017
Europe,-1.6897556486811902,Thu Mar 02 01:00:00 CET 2017,Fri Mar 03 01:00:00 CET 2017
Asia,-2.0995285053351824,Fri Mar 03 01:00:00 CET 2017,Sat Mar 04 01:00:00 CET 2017
Americas,-1.3336261616724308,Fri Mar 03 01:00:00 CET 2017,Sat Mar 04 01:00:00 CET 2017
,-2.131685862394247,Fri Mar 03 01:00:00 CET 2017,Sat Mar 04 01:00:00 CET 2017
Europe,-1.7131195539482962,Fri Mar 03 01:00:00 CET 2017,Sat Mar 04 01:00:00 CET 2017
Africa,-2.1382047417523244,Fri Mar 03 01:00:00 CET 2017,Sat Mar 04 01:00:00 CET 2017
Oceania,-1.1685713263082738,Fri Mar 03 01:00:00 CET 2017,Sat Mar 04 01:00:00 CET 2017
Americas,-0.7231411640797679,Sat Mar 04 01:00:00 CET 2017,Sun Mar 05 01:00:00 CET 2017
Asia,-1.9702551511849558,Sat Mar 04 01:00:00 CET 2017,Sun M
